Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Kwan,CASUAL DINING,3.3,6.0,"Unit 8, 808 York Mills Road","Dim Sum, Cantonese, Chinese, Asian",,North York
Mi Pho Song Vu,CASUAL DINING,3.9,28.0,"2109 Jane Street, North York M3M 1A2","Vietnamese, Chinese, Thai, Asian",45.0,North York
Tov Li,CASUAL DINING,3.9,25.0,"3519 Bathurst Street, North York M2R 1Z1","Mediterranean, Israeli",30.0,North York
Willie Stouts,CASUAL DINING,3.1,17.0,"2175 Sheppard Avenue East, North York M2J 1W8",Bar Food,60.0,North York
Shawarma Max,QUICK BITES,3.7,30.0,"4969 Yonge Street, North York M2N 5N6",Middle Eastern,20.0,North York
ZenQ,QUICK BITES,3.3,14.0,"5437 Yonge Street, North York M2N 5S1","Bubble Tea, Taiwanese",25.0,North York
Darband Restaurant,CASUAL DINING,3.7,21.0,"879 York Mills Road, North York M3B 1Y5","Middle Eastern, Iranian",30.0,North York
Yogoberri,DESSERT PARLOR,3.8,19.0,"6070 Yonge Street, North York M2M 3W6","Desserts, Korean",25.0,North York
Allan's Pastry Shop,BAKERY,3.8,18.0,"Peanut Plaza, 3064 Don Mills Road, North York M2J 3C1","Bakery, Sandwich",15.0,North York
Nolbu,CASUAL DINING,3.5,13.0,"3 Elmhurst Avenue, North York M2N 1R3","Japanese, Korean, Chinese, Asian",40.0,North York
Bagel Plus,BAKERY,3.5,22.0,"634 Sheppard Avenue W, North York M3H 2S1","Bagels, Sandwich",25.0,North York
N9 Cafe,CAFÉ,3.3,7.0,"23 Spring Garden Avenue, North York M2N 3G2",Cafe,30.0,North York
Boneyard Grill,CASUAL DINING,3.3,23.0,"1554 Avenue Road, North York M5M 3X5","Grill, American",50.0,North York
Red Lobster,CASUAL DINING,3.0,31.0,"3200 Dufferin Street, North York, Toronto, ON M6A 2T3",Seafood,60.0,North York
Columbus,BAKERY,3.9,17.0,"2931 Dufferin Street, North York M6B 3S9","Bakery, Cafe",10.0,North York
Giorgio D,CASUAL DINING,3.6,26.0,"4377 Steeles Avenue West, North York M3N 1V7",Italian,70.0,North York
Chipotle,FAST CASUAL,3.6,20.0,"Shops at Don Mills, 1072 Don Mills Road, North York",Tex-Mex,30.0,North York
Karbouzi,CASUAL DINING,3.9,22.0,"2048 Avenue Road, North York M5M 4A6","Greek, Mediterranean",70.0,North York
Espressamente Illy,CAFÉ,3.7,20.0,"Yorkdale Mall, 3401 Dufferin Street, North York",Cafe,25.0,North York
Taftan Kebab,QUICK BITES,3.4,26.0,"5372 Yonge Street, North York M2N 5R5",Middle Eastern,20.0,North York
Kebab Time,CASUAL DINING,3.5,8.0,"6255 Bathurst Street, North York M2R 3W9","Mediterranean, Middle Eastern, Turkish",25.0,North York
Fox & Fiddle,CASUAL DINING,3.5,21.0,"1285 Finch Avenue West, North York M3J 2G5","Bar Food, British",55.0,North York
Pyung Won House,CASUAL DINING,3.3,10.0,"5588 Yonge Street, North York M2N 5S2","BBQ, Korean, Asian",55.0,North York
