Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Gallo Churrasquiera,QUICK BITES,,,"Villa Royale Shopping Centre, 9750 Weston Road, Vaughan","Portuguese, Fast Food",30.0,Woodbridge
Pizza Hut,QUICK BITES,,,"3611 Major Mackenzie Drive, Vaughan","Pizza, Fast Food",25.0,Woodbridge
Via Panini,QUICK BITES,,,"5451 Highway 7, Vaughan",Italian,30.0,Woodbridge
Domino's,QUICK BITES,,,"4585 Highway 7 West, Vaughan","Fast Food, Pizza",25.0,Woodbridge
Grappa Trattoria,CASUAL DINING,,,"3603 Langstaff Road, Unit 5, Vaughan",Italian,40.0,Woodbridge
Molisano Bakery,CASUAL DINING,,,"5731 Highway 7, Vaughan",Italian,,Woodbridge
Thai Chi Asian Kitchen,CASUAL DINING,,,"9750 Weston Road, Vaughan L4H 2Z7","Asian Fusion, Chinese, Thai",25.0,Woodbridge
Wendy's,FAST CASUAL,,,"4114 Hwy 7, Woodbridge L4L 1A6",American,20.0,Woodbridge
Coffee Time,CAFÉ,,,"4190 Steeles Avenue West, Unit 9, Vaughan",Cafe,25.0,Woodbridge
Vici Bakery,BAKERY,,,"9000 Weston Road, Woodbridge","Desserts, Cafe, Coffee and Tea",20.0,Woodbridge
Pane Vittoria,BAKERY,,,"8633 Weston Road, Unit 6, Vaughan","Italian, Bakery, Cafe",25.0,Woodbridge
La Strada Bakery,BAKERY,,,"830 Rowntree Dairy Road, Vaughan",Bakery,10.0,Woodbridge
The Donut Shop,CAFÉ,,,"140 Woodbridge Avenue, Block G, Vaughan",Cafe,25.0,Woodbridge
Kestrel Bakery,BAKERY,,,"5010 Steeles Avenue West, Woodbridge","Sri Lankan, South Indian",10.0,Woodbridge
A & W,QUICK BITES,,,"3733 Highway 7, Vaughan","Burger, Fast Food",25.0,Woodbridge
Asian Munchies,CASUAL DINING,,,"6150 Highway 7, Vaughan",Chinese,,Woodbridge
Punjaabi Sweets & Restaurant,CASUAL DINING,,,"150, Windflower Gate, Woodbridge, Toronto",Indian,,Woodbridge
Flame Mediterranean Grill,CASUAL DINING,,,"9600 Islington Avenue, Woodbridge L4H 2T1",Mediterranean,,Woodbridge
Singhskitchen,CASUAL DINING,,,"8280 Highway 27, Vaughan l4H 0R9",Indian,25.0,Woodbridge
Cucina Guzzo,CAFÉ,,,"Nickel Gate, Woodbridge, ON L4L 6J2",Cafe,15.0,Woodbridge
